股票代號,進場日期,1週報酬率,4週報酬率,8週報酬率,5日均線偏離率,20日均線偏離率,成交量增幅,外資淨買賣超/成交量,融資融券比率,未來4週報酬%,是否獲利
1101,2024-05-17,1.801809,3.669727,7.96179,0.983026,3.495655,-1.274907,0.0,230.397436,0.147273,1
1101,2024-05-24,0.442471,6.406248,7.92393,0.383256,2.622061,-40.169663,0.0,177.204301,1.762121,1
1101,2024-07-26,1.159425,1.453488,2.798235,0.518438,1.838347,42.881475,0.0,276.792453,-6.12535,0
1101,2024-08-02,-1.719204,0.882351,4.892962,-0.924325,-0.406506,-11.866999,0.0,366.973684,-2.225519,0
1101,2024-08-09,0.583093,1.920241,4.545455,1.950356,0.443992,-6.178441,0.0,119.974576,-8.23699,0
1101,2024-10-04,3.206105,5.132185,0.0,1.076555,4.668265,21.634241,0.0,201.936709,-5.029588,0
1101,2024-10-11,-3.560833,3.011096,-5.660379,-1.693889,-0.115251,-40.572932,0.0,333.104167,-1.996927,0
1101,2024-11-15,3.918501,2.000005,4.24529,1.905937,2.742915,416.339597,0.0,450.0,-1.353386,0
1101,2024-11-22,0.603309,4.218745,3.571421,-0.02998,2.50499,-74.472186,0.0,333.25,-6.047201,0
1101,2024-11-29,0.44978,4.361376,-0.887572,-0.297621,1.769575,101.036902,0.0,391.075,-5.059521,0
1101,2024-12-06,0.597017,5.642637,3.85208,0.178363,1.254415,-67.451256,0.0,54.261589,-6.804732,0
1101,2024-12-13,-2.670628,-1.055814,0.923075,-1.204822,-1.943201,90.792936,0.0,17.916031,-7.774388,0
1101,2025-02-14,5.929482,5.087435,-0.301666,2.607884,5.095792,282.739388,0.0,136.737705,1.957824,1
1101,2025-02-21,3.479581,11.038966,5.718709,1.694917,6.186449,6.52457,0.0,110.109091,-1.470588,0
1101,2025-02-27,3.387327,10.377356,8.837205,1.152733,6.824921,-23.344043,0.0,110.109091,-3.343028,0
1101,2025-03-07,-1.709397,9.52381,8.832805,-0.890548,2.411874,-57.846015,0.0,66.195122,-14.244607,0
1101,2025-03-14,-1.884062,1.195808,7.460313,-1.196735,-1.290374,30.047049,0.0,70.035714,-11.764706,0
1101,2025-12-05,-0.656453,4.36782,-2.991448,-0.569423,3.890163,-56.666457,0.0,117.496732,1.321582,1
1101,2026-01-02,1.76991,0.436683,9.004737,-0.776531,1.221256,151.093999,0.0,162.364486,14.782607,1
1101,2026-01-09,2.826085,4.415011,6.292133,1.198115,3.376678,7.1029,0.0,148.852018,6.289308,1
1101,2026-01-16,5.708247,11.607145,22.549022,0.120142,6.349037,13.350712,0.0,94.596107,4.400002,1
1101,2026-01-23,2.800003,13.716816,17.084282,-0.848764,5.500823,4.142962,0.0,110.040541,1.556419,1
1101,2026-01-30,2.723731,14.782607,15.283843,0.342074,5.001489,10.019682,0.0,107.893557,0.380954,1
1101,2026-02-06,-3.97727,7.188164,11.920533,-1.24659,-1.428987,-34.22538,0.0,105.645062,-1.565556,0
1101,2026-02-26,3.52941,2.127657,17.333332,0.533129,1.606849,147.183316,0.0,105.645062,-12.452107,0
1101,2026-04-10,7.172991,1.599998,-3.787879,2.750807,6.365158,68.344424,0.0,241.037594,-1.960784,0
1101,2026-04-30,-0.203663,6.521739,-5.405404,0.245499,-0.679031,-37.669585,0.0,138.521739,-3.665986,0
1101,2026-05-08,2.040816,-0.398408,3.092784,0.725221,0.897992,30.094595,0.0,300.233645,-2.982107,0
1101,2026-05-15,-3.599998,-3.599998,-1.431494,-2.586903,-2.369859,9.386265,0.0,342.582418,1.867215,1
1101,2026-06-05,0.0,-2.400002,-2.788848,-0.732304,0.11283,-36.633749,0.0,397.156627,-0.838578,0
1101,2026-06-12,0.614753,1.867215,-1.800003,1.867217,1.393905,-3.60191,0.0,428.92,-9.018036,0
1101,2026-06-18,1.030928,1.239666,0.0,-0.366002,0.812674,1.322735,0.0,428.92,-2.443986,0
1101,2026-06-26,-1.428573,2.114165,-1.428573,-0.576371,-0.953554,6.424259,0.0,0.0,-3.643731,0
1101,2026-07-31,2.10084,2.748413,-0.613503,-0.328139,2.629075,104.285341,0.0,162.926702,0.206182,1
1101,2026-08-07,0.205766,7.268721,0.412373,1.373858,1.872192,-25.461014,0.0,591.37037,-0.612243,0
1102,2023-09-15,2.275604,1.889169,1.889169,0.923155,1.226229,70.688074,0.0,285.833333,0.995019,1
1102,2023-09-22,-1.977748,0.12627,-0.125943,-0.874996,-0.967839,-64.723766,0.0,239.857143,-1.889169,0
1102,2023-11-10,0.248443,-0.615764,1.001246,-0.074299,1.381906,-35.124253,0.0,227.0,3.465341,1
1102,2023-11-17,2.726152,6.418485,2.853602,1.270465,3.340815,161.815282,0.0,13.198276,1.684719,1
1102,2023-11-24,0.361876,5.583748,4.654084,0.024042,2.104679,-53.290318,0.0,1517.0,-3.245189,0
1102,2023-12-01,-0.12019,3.229812,6.265987,-0.669377,0.892368,24.753881,0.0,1568.0,-0.480194,0
1102,2023-12-08,0.601685,3.593558,2.955667,0.263852,0.698626,16.233412,0.0,1442.0,-1.083034,0
1102,2023-12-15,1.076557,1.930034,8.472398,0.213473,1.034257,336.839566,0.0,1479.0,-3.558719,0
1102,2024-03-01,-0.618812,1.006293,-1.472389,-0.198854,0.36873,-41.381987,0.0,732.5,2.624998,1
1102,2024-03-08,0.622665,1.507543,-1.8226,0.572571,0.855025,177.805454,0.0,735.0,3.985052,1
1102,2024-03-15,1.732666,4.846933,0.243899,0.933199,1.953485,51.32283,0.0,730.5,1.579581,1
1102,2024-03-22,0.364967,2.103957,3.254066,0.634303,1.782741,-52.461736,0.0,732.5,2.189785,1
1102,2024-03-29,-0.48485,2.241588,3.270438,-0.412422,0.674432,-56.608908,0.0,727.0,3.510898,1
1102,2024-04-03,-0.121357,2.875004,2.618462,0.072962,0.488405,70.798064,0.0,727.0,5.542167,1
1102,2024-04-12,1.579581,3.593558,4.369538,-0.523561,1.08827,-3.305812,0.0,718.5,10.047849,1
1102,2024-04-19,0.478471,3.194101,4.47761,0.454435,1.028324,66.646916,0.0,0.0,5.687198,1
1102,2024-04-26,1.785714,3.762134,6.608483,0.210969,2.022552,-23.890275,0.0,0.0,2.325581,1
1102,2024-05-03,3.411767,6.934312,9.737832,0.895319,3.576269,135.888224,0.0,581.0,-5.782311,0
1102,2024-05-10,4.66439,9.393581,13.300497,3.580273,6.821479,268.269717,0.0,0.0,-9.21052,0
1102,2024-05-17,-3.043482,5.812567,9.987668,-1.913351,1.392438,-53.152332,0.0,0.0,-6.278025,0
1102,2024-05-24,-1.345288,3.529412,5.769235,-0.856242,-1.023507,-59.068417,0.0,0.0,1.712329,1
1102,2024-06-28,-1.57127,4.404758,0.114154,-0.182109,3.225044,-64.707638,0.0,0.0,-7.1267,0
1102,2024-07-05,2.052455,10.221679,2.991943,-0.378452,3.10466,-8.996957,0.0,445.8,-7.3743,0
1102,2024-07-12,2.122907,9.330147,-0.109288,1.827095,3.30602,67.666468,0.0,0.0,-5.147869,0
1102,2024-08-16,1.963054,-0.11312,2.317497,0.730096,4.956618,11.352907,0.0,15.425743,1.698754,1
1102,2024-08-23,1.812003,9.500613,3.333335,0.762163,4.717533,-68.997316,0.0,15.509259,0.222714,1
1102,2024-08-30,0.333699,8.805784,-1.204826,0.311383,2.932782,119.519883,0.0,15.685185,3.781982,1
1102,2024-09-06,-0.332589,3.810627,1.238737,0.245318,0.875226,-24.050562,0.0,13.382114,8.049894,1
1102,2024-09-13,-0.111233,1.698754,1.583712,0.357625,0.251189,-19.28903,0.0,13.966942,2.222222,1
1102,2024-09-20,0.671139,0.44643,9.223299,0.155797,0.289725,117.558314,0.0,12.968992,5.543237,1
1102,2024-09-27,3.66667,3.89755,13.228157,1.878142,3.471224,-39.028682,0.0,13.524194,0.214359,1
1102,2024-10-04,4.039306,5.654109,14.268587,1.081885,4.817425,-48.036161,0.0,15.786765,-2.32068,0
1102,2024-10-11,-3.05585,2.793296,5.747126,-2.10683,0.239704,-49.267543,0.0,16.054264,3.820961,1
1102,2024-10-18,3.478258,5.777774,7.328072,2.211722,2.730115,121.567279,0.0,24.180723,-3.347277,0
1102,2024-10-25,-1.785711,3.429202,3.888889,-0.042762,-0.053447,-47.789388,0.0,24.402439,-5.285862,0
1102,2024-11-01,-1.173958,-3.036651,2.660756,-0.665095,-1.004919,16.088102,0.0,21.074074,-9.179266,0
1102,2024-11-08,2.699784,2.038628,5.784201,0.443599,1.635139,-6.944264,0.0,19.845238,-10.010537,0
1102,2025-03-07,5.26316,7.579458,8.374388,0.410772,5.005669,-19.974414,0.0,25.1,-3.295456,0
1102,2025-03-14,1.363633,7.859734,10.123453,0.904976,4.114383,15.81266,0.0,21.740741,1.457403,1
1102,2025-03-21,1.121076,8.543921,13.174405,0.244497,3.091603,91.572584,0.0,0.0,-1.766003,0
1102,2025-03-28,4.212864,12.440193,14.355235,1.140521,4.747048,-36.736814,0.0,57.444444,-4.45652,0
1102,2025-04-02,1.394853,8.495984,15.95092,0.510528,4.195381,-37.794363,0.0,57.444444,5.757934,1
1102,2025-04-11,-4.232804,2.607713,13.125,2.794185,-0.220506,6.636727,0.0,19.633333,1.109878,1
1102,2025-04-18,-1.657459,-1.220864,7.487919,-0.313619,-1.890536,-70.487084,0.0,41.461538,-0.448424,0
1102,2025-04-25,-1.235953,-5.686691,4.892599,-0.991213,-2.365876,133.737566,0.0,72.625,-2.275313,0
1102,2025-05-02,0.899882,-4.472848,2.631574,0.402951,0.57181,-31.546905,0.0,60.75,-7.333332,0
1102,2025-05-09,1.56076,0.885931,3.171003,0.109888,1.526801,6.247192,0.0,116.833333,-6.961329,0
1102,2025-07-04,-0.347226,2.256534,-4.439512,-0.277972,0.778367,207.339466,0.0,0.403483,-5.923343,0
1102,2025-08-01,0.49628,-7.534245,-2.761108,0.07413,-0.234019,-54.735627,0.0,33.272727,-7.026347,0
1102,2025-11-21,0.0,-0.664011,0.944676,-0.213446,1.858789,9.084751,0.0,239.857143,-4.260981,0
1102,2025-11-28,3.743309,6.887052,1.703795,1.147029,4.343146,-23.489942,0.0,283.8,-4.675323,0
1102,2025-12-05,-1.28866,6.094185,2.680965,-1.237754,0.948864,-44.603234,0.0,202.357143,-2.07792,0
1102,2026-02-26,1.271178,-0.554787,-0.27817,0.420164,1.242583,190.894674,0.0,58.892857,-3.631283,0
1102,2026-04-10,0.991508,4.852946,1.422475,0.196743,2.192924,11.486974,0.0,0.0,-1.963536,0
1102,2026-06-26,-0.139663,10.339501,0.988696,-0.639243,2.347552,-24.387549,0.0,102.153846,-9.279775,0
1102,2026-07-03,1.958044,6.113544,4.291845,2.158073,3.133623,18.159549,0.0,138.375,-9.589041,0
1102,2026-07-09,-1.923079,3.779067,1.133149,-1.272121,-0.104929,-51.08829,0.0,138.375,-8.47222,0
1102,2026-07-31,0.763359,-9.465022,-3.930127,-0.060568,-2.848311,447.147059,0.0,440.333333,1.071971,1
1103,2023-11-17,3.825141,6.145254,0.263848,2.205486,4.409947,374.459085,0.0,0.0,1.322751,1
1103,2023-11-24,-0.263154,5.865928,2.432437,-0.315621,2.598814,-35.581118,0.0,0.0,-0.7874,0
1103,2024-07-12,-0.266663,2.185801,1.081085,0.214365,1.272682,161.905501,0.0,0.0,-6.417116,0
1103,2024-08-30,2.513971,2.22841,-0.810809,0.990648,3.08989,328.476873,0.0,235.444444,-0.54644,0
1103,2024-09-27,4.297994,0.275488,-0.273968,1.675982,2.333431,-58.64852,0.0,1032.0,-1.671315,0
1103,2025-05-23,0.632908,7.432428,-2.453986,-0.375941,1.792571,28.547434,0.0,327.571429,-11.912223,0
1103,2025-07-25,-2.430552,-4.421766,-7.260722,-1.81691,-2.582768,4.85087,0.0,723.0,-4.626339,0
1103,2025-10-23,1.140689,-2.205884,-1.115239,0.226075,-0.112654,46.011935,0.0,0.0,1.127817,1
1103,2025-10-31,-2.631582,-5.474453,-2.264152,-1.06952,-1.893941,66.735337,0.0,0.0,7.335906,1
1103,2025-12-05,-0.359707,5.3232,4.528305,-1.981596,1.021156,-24.540089,0.0,1308.666667,0.0,0
1103,2026-06-05,1.115246,1.492543,-0.729923,0.96511,2.757842,2.850899,0.0,0.0,2.631575,1
1103,2026-06-12,-0.367648,4.633208,-2.517982,1.044,1.95636,-25.645818,0.0,0.0,-1.831502,0
1103,2026-06-18,2.602233,5.747126,0.0,0.656456,2.678573,-14.116439,0.0,0.0,-1.086961,0
1103,2026-06-26,-2.898555,1.51515,-0.740744,-1.470591,-1.052246,89.973306,0.0,0.0,-3.308829,0
1103,2026-07-03,1.865672,0.0,1.486987,1.486987,0.775191,38.864051,0.0,0.0,-4.379558,0
1104,2023-11-24,0.357783,10.650886,7.471262,-0.1424,3.89851,-47.95713,0.0,210.714286,5.673762,1
1104,2023-12-15,3.786571,7.871197,19.169961,1.446836,4.796661,121.139176,0.0,200.0,-3.311259,0
1104,2023-12-22,-1.160858,6.238861,17.554241,-0.963774,1.810731,-70.424033,0.0,147.444444,-5.033558,0
1104,2024-06-21,3.268941,4.984889,3.115726,1.965962,2.993478,405.359119,0.0,1308.0,-4.301715,0
1104,2024-06-28,2.589933,7.057067,0.848665,1.278412,4.262634,-4.892809,0.0,1145.0,-7.428567,0
1104,2024-07-05,3.085551,9.21248,6.367588,0.492206,5.36879,-22.59503,0.0,0.0,-9.086956,0
1104,2024-08-02,1.234561,-8.963266,-0.871109,-1.708122,-3.418294,-48.650762,0.0,545.666667,-3.588142,0
1104,2024-09-27,0.326266,0.985219,-8.753711,0.490196,2.354997,-40.11391,0.0,502.666667,-1.300812,0
1104,2024-10-04,-1.300812,0.496687,-0.164471,-0.978792,0.989935,-23.095585,0.0,509.0,2.295084,1
1104,2024-10-11,-1.307188,3.78007,-3.049756,-0.95113,-0.379348,-10.470219,0.0,490.333333,-0.662254,0
1104,2024-11-01,2.80066,0.970878,0.970878,2.161102,2.094243,345.883796,0.0,495.0,-6.250002,0
1104,2024-11-08,-3.846156,-0.990097,2.564103,-1.639344,-1.776214,-23.228763,0.0,486.666667,-2.00334,0
1104,2025-04-25,0.546447,-8.305648,-7.070708,1.173021,-0.835353,42.493793,0.0,0.0,9.90991,1
1104,2025-05-29,4.0404,10.554557,5.821914,0.585936,4.524312,154.598738,0.0,524.5,-7.401316,0
1104,2025-08-22,7.001791,9.558818,5.861455,3.508159,8.521484,430.025394,0.0,1796.0,-0.666669,0
1104,2025-08-29,-0.838926,10.467287,4.973356,-0.705647,5.038654,-68.350728,0.0,0.0,1.515148,1
1104,2025-09-05,-1.353637,8.768658,6.58135,-0.647579,1.32082,256.827282,0.0,0.0,3.57751,1
1104,2025-10-23,5.016185,8.710219,8.710219,1.153369,5.314404,37.408527,0.0,2219.0,-6.441713,0
1104,2025-10-31,-4.468415,1.141926,5.802051,-1.960783,-0.4256,-40.81107,0.0,2687.0,1.779939,1
1104,2025-11-28,2.945995,1.451615,2.610118,-0.222079,2.027577,-44.669713,0.0,715.0,-4.153352,0
1104,2025-12-05,0.15898,2.941175,4.651161,-0.031737,1.571946,20.571373,0.0,750.333333,-5.537975,0
1104,2026-01-09,0.167502,-4.16667,-4.16667,0.234662,-0.639695,-59.371306,0.0,1541.0,-1.337791,0
1104,2026-01-16,1.17057,0.0,1.680672,-0.526142,0.456621,17.967287,0.0,1479.0,-0.498338,0
1104,2026-06-18,0.344829,5.818183,0.172121,-0.068682,2.159032,53.245662,0.0,0.0,-7.705479,0
1104,2026-07-17,-1.845018,-8.591065,-3.272726,-0.931099,-2.133921,0.0,0.0,0.0,-1.855288,0
1108,2024-05-03,1.183436,8.227849,5.882358,0.234467,2.456563,67.735596,0.0,0.0,-1.739126,0
1108,2024-12-06,0.346022,-0.343644,-0.343644,0.0,0.086282,35.956923,0.0,209.2,-1.379309,0
1108,2024-12-13,0.689658,0.689658,1.388894,-0.136798,0.481764,256.399802,0.0,194.4,-3.741498,0
1108,2024-12-20,-1.712329,-1.374569,-1.03448,-0.760717,-1.170797,-53.279581,0.0,136.571429,-1.379309,0
1108,2024-12-27,0.69686,0.0,-2.0339,-0.069157,-0.41351,45.681115,0.0,415.0,-0.692038,0
1108,2025-01-03,-1.03806,-1.379309,-2.054796,-0.763356,-1.311248,25.601132,0.0,417.5,0.0,0
1108,2025-01-10,-1.048955,-3.741498,-1.736111,-0.77139,-1.770221,98.198198,0.0,61.307692,3.191488,1
1108,2025-01-17,1.060075,-0.69444,-1.379309,0.421349,-0.26155,-75.757576,0.0,60.230769,3.832747,1
1108,2025-02-21,0.0,4.561401,2.758618,0.336698,1.967491,64.905405,0.0,0.0,1.006715,1
1108,2025-02-27,1.3468,4.513893,4.152252,0.333335,2.051196,-9.15819,0.0,0.0,-0.332227,0
1108,2025-03-07,-0.332227,3.092782,3.80623,0.066711,0.77259,-9.355106,0.0,0.0,-11.333332,0
1108,2025-03-14,1.666667,2.00669,6.271774,0.394997,1.615859,182.853386,0.0,0.0,-9.477123,0
1108,2025-04-25,0.0,-8.637875,-8.637875,0.658859,-1.043541,81.818182,0.0,0.0,10.507245,1
1108,2025-05-16,2.00669,10.507245,2.6936,0.197109,5.481584,509.908516,0.0,618.0,-1.973685,0
1108,2025-08-15,8.450703,3.703698,4.406777,2.122014,6.133698,1232.667333,0.0,0.0,-2.265368,0
1108,2025-09-05,0.325728,8.450703,4.406777,0.260414,0.555009,-30.479838,0.0,0.0,-2.272724,0
1108,2025-10-31,-0.333335,-1.644737,-2.605867,-0.066845,-0.449477,34.052635,0.0,0.0,0.668899,1
1108,2025-11-21,-0.993381,-0.333335,-0.664454,0.0,-0.033434,-83.061534,0.0,706.0,-0.664454,0
1108,2026-01-02,0.0,-0.996682,0.0,-0.200938,-0.23435,7.302624,0.0,0.0,0.671144,1
1108,2026-01-09,0.0,-0.334449,-0.334449,0.0,-0.117313,62.060563,0.0,0.0,1.342287,1
1108,2026-01-30,-0.662254,0.671144,-0.332227,-0.596422,-0.23279,160.558556,0.0,753.0,2.000001,1
1108,2026-02-26,0.990103,0.657897,2.34114,0.459621,1.173748,39.562264,0.0,762.0,-1.973685,0
1108,2026-03-06,-1.307188,0.0,1.003348,-0.132273,-0.198279,8.158032,0.0,723.0,-1.003342,0
1108,2026-05-22,-2.166066,-7.191782,-8.75421,-1.239066,-4.91228,16.175353,0.0,0.0,2.583022,1
1109,2023-09-08,-1.373626,-1.101922,-1.101922,-0.498888,0.0,-61.829851,0.0,0.0,-0.280118,0
1109,2023-11-10,0.0,0.0,-1.117312,-0.169202,0.682598,44.02229,0.0,133.875,1.396648,1
1109,2025-06-27,1.197598,-2.593664,0.59524,0.535394,-0.059138,-48.220418,0.0,0.0,-5.34125,0
1109,2025-08-15,0.937498,1.89274,-3.582092,0.372901,0.482189,26.048213,0.0,0.0,-2.167179,0
1109,2025-10-17,-0.955412,-1.26984,-2.507835,0.1933,-0.670711,-81.781841,0.0,0.0,0.63898,1
1109,2025-11-14,1.941749,0.961536,-0.316457,1.286174,1.172314,237.13,0.0,0.0,-0.320514,0
1109,2025-11-21,-1.904763,-1.592357,-2.215192,-0.193799,-0.499115,3.873877,0.0,0.0,0.970878,1
1109,2025-11-28,1.294497,0.967739,-0.318473,0.513807,0.870124,-38.81036,0.0,0.0,0.322582,1
1109,2025-12-05,0.0,1.294497,0.967739,-0.191327,0.513807,-22.220148,0.0,314.5,-1.277954,0
1109,2025-12-12,-0.638974,-1.26984,-0.320514,-0.064268,-0.144484,-18.0,0.0,314.5,-0.645164,0
1109,2025-12-19,0.321545,0.970878,-0.636939,-0.064059,-0.032038,208.741463,0.0,630.0,-0.320514,0
1109,2026-01-23,-0.964634,-0.645164,-1.597444,-0.3881,-0.420306,11.513831,0.0,0.0,1.294497,1
1109,2026-01-30,0.324677,0.0,-1.592357,-0.064683,-0.016179,-45.533124,0.0,0.0,2.597406,1
1109,2026-02-06,-0.323626,0.0,-0.964634,-0.064894,-0.307495,-22.826087,0.0,0.0,0.649353,1
1109,2026-02-26,3.257329,2.589,1.602564,0.891154,2.274564,62.741955,0.0,0.0,-4.6875,0
1109,2026-04-17,0.649353,0.323626,0.649353,0.258733,1.125429,198.993389,0.0,0.0,-3.571424,0
1109,2026-05-08,-0.323626,-0.323626,0.653591,-0.064893,-0.210596,-13.682152,0.0,0.0,-3.883491,0
1109,2026-06-26,-0.341292,1.038066,-5.501614,0.550966,-0.341294,-57.15078,0.0,295.0,-6.122446,0
1109,2026-07-31,0.0,-6.122446,-7.382547,0.072517,-2.576772,135.064935,0.0,265.0,0.0,0
1110,2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329787,1
1110,2023-09-08,-2.842383,-1.052636,-1.052636,-1.000531,0.0,38.345865,0.0,2271.5,0.266663,1
1201,2023-11-24,0.520825,3.763435,4.891302,0.103733,2.048906,-39.392831,0.0,0.0,-1.038965,0
1201,2024-05-10,-0.526318,-0.263858,-0.263858,0.105931,0.773124,-4.459435,0.0,0.0,-1.052636,0
1201,2024-08-16,0.275488,-2.412863,-2.150536,4e-06,0.068733,-32.778173,0.0,1585.0,-0.274732,0
1201,2024-09-06,-2.710027,-1.101922,-3.494622,-0.883487,-1.495401,28.339869,0.0,151.8,3.651694,1
1201,2024-09-13,1.1142,-0.274732,-2.680965,0.609755,-0.178746,-10.756865,0.0,157.8,0.275488,1
1201,2024-09-20,0.0,-0.275478,-2.16216,-0.385249,-0.549449,-21.778638,0.0,154.7,-0.821916,0
1201,2024-09-27,1.104966,-0.813016,-0.272486,1.104972,0.993374,87.662903,0.0,179.111111,-1.63934,0
1201,2024-11-29,0.826444,2.234635,0.0,0.0,1.118936,120.335899,0.0,1972.0,-2.179834,0
1201,2024-12-06,0.0,1.949852,0.0,0.054674,0.632387,-61.020432,0.0,1958.0,-2.45901,0
1201,2025-01-03,-0.557105,-2.45901,-0.833331,-0.223587,-0.584794,-14.490983,0.0,355.6,1.120442,1
1201,2025-01-10,-1.680679,-2.770083,-1.955309,-0.959368,-1.694445,203.929586,0.0,41.585366,2.571433,1
1201,2025-05-09,1.190481,2.409636,-5.555556,-1.277587,3.061533,-11.504811,0.0,0.0,-7.28863,0
1201,2025-06-27,4.193546,-1.823715,-0.615387,1.957071,1.652242,-84.572292,0.0,0.0,-3.703706,0
1201,2025-08-08,-0.318473,-4.573171,-1.880879,-0.88664,-1.355187,14.811047,0.0,0.0,0.0,0
1201,2025-08-15,-0.319484,-3.999998,-0.952379,0.064145,-0.700189,-45.578152,0.0,0.0,-0.641028,0
1201,2025-09-12,-0.641028,-0.641028,-4.615385,-0.704677,-0.641026,-0.029075,0.0,0.0,-2.903225,0
1201,2025-09-19,0.0,-0.958464,-0.321545,-0.193174,-0.52944,10.254388,0.0,0.0,-2.572351,0
1201,2025-12-05,0.336695,-1.650165,-1.324508,-0.26774,-0.301107,-67.731485,0.0,0.0,-2.684561,0
1201,2026-01-16,0.0,-1.70068,-2.364867,0.138599,-0.601893,20.497342,0.0,0.0,1.388894,1
1201,2026-05-08,-0.800003,-7.11611,-11.428574,0.567717,-3.76407,12.908696,0.0,349.25,0.809712,1
1201,2026-05-15,-2.822576,-9.398496,-13.620069,-0.986029,-4.327112,36.546519,0.0,321.5,3.734438,1
1201,2026-05-22,0.0,-7.662835,-10.408919,0.0,-2.112102,-9.051066,0.0,0.0,3.319499,1
1201,2026-07-17,1.204824,0.398408,4.132231,0.07943,1.103313,0.0,0.0,0.0,-4.313727,0
1203,2023-12-01,3.147207,20.665086,24.357408,0.594059,8.062114,52.403509,0.0,0.0,12.007879,1
1203,2023-12-08,0.984252,18.749996,22.434361,1.063829,4.838297,33.820652,0.0,0.0,14.682535,1
1203,2023-12-15,4.093572,12.421056,23.468212,2.259673,5.211313,22.623656,0.0,0.0,7.102802,1
1203,2023-12-22,0.0,8.426399,26.840863,0.451469,3.368179,-40.565883,0.0,0.0,5.243444,1
1203,2024-01-05,3.214284,14.455444,33.487299,0.486786,6.406479,-27.473508,0.0,0.0,-2.430552,0
1203,2025-07-18,1.496265,5.304008,-0.852615,1.420385,1.130577,-78.753404,0.0,0.0,-1.845018,0
1203,2025-07-25,-0.491402,0.123608,1.123597,0.098863,0.055586,298.71812,0.0,0.0,-1.990048,0
1203,2025-08-22,-1.253133,-2.716046,-2.354392,-0.980142,-1.314961,-16.679842,0.0,0.0,-1.005019,0
1203,2025-10-09,0.505052,-0.375473,-0.500002,0.100602,0.352999,-48.270513,0.0,0.0,-1.612898,0
1203,2026-05-08,0.917435,10.275685,13.548387,1.616628,2.028986,93.957366,0.0,0.0,-2.61364,0
1203,2026-05-15,-3.295456,-0.815856,10.233163,-1.023496,-2.060077,-50.483049,0.0,0.0,0.587544,1
1203,2026-05-22,0.117507,-3.728817,10.649347,2.207289,-0.705091,82.753837,0.0,0.0,0.469485,1
1203,2026-05-29,2.230049,-0.114677,10.253163,1.491492,1.942882,-48.183154,0.0,0.0,-2.41102,0
1203,2026-06-18,0.584795,0.820629,-2.494328,-0.347626,0.058173,-86.764881,0.0,0.0,4.651163,1
1203,2026-06-26,-1.162791,-1.162791,-2.186423,-1.18577,-1.271851,240.282765,0.0,0.0,8.943095,1
1203,2026-07-03,1.999996,0.580046,0.0,0.069251,0.925438,2.73033,0.0,0.0,15.312132,1
1203,2026-07-09,0.116016,3.47722,0.700124,0.023182,0.057974,35.813668,0.0,0.0,9.953702,1
1210,2023-12-08,2.508963,6.716422,8.333336,0.704227,3.595039,-14.861764,0.0,46.564103,0.348427,1
1210,2023-12-15,-0.349652,5.751388,11.328123,0.21097,1.722138,26.301524,0.0,75.619048,0.0,0
1210,2023-12-22,3.508772,6.690779,13.680151,0.340136,3.39993,177.580379,0.0,116.789474,-2.716472,0
1210,2024-02-02,-0.343644,0.694447,2.112677,0.172712,0.720674,-26.078877,0.0,8.061453,1.551727,1
1210,2024-03-01,0.511951,1.903118,2.079724,0.340717,1.368215,-21.894126,0.0,6.904255,-2.203389,0
1210,2024-03-08,0.848896,2.946275,0.848896,-0.702105,1.41711,67.683226,0.0,6.891304,-2.356905,0
1210,2024-03-15,-4.377108,-0.699303,-0.525393,-4.409289,-3.696169,566.238225,0.0,11.878453,0.704228,1
1210,2024-07-12,-0.173314,1.052629,0.0,0.243647,0.778582,-29.740255,0.0,0.0,-8.145582,0
1210,2024-07-19,0.0,1.587298,0.699297,-0.792286,0.33095,31.723271,0.0,991.0,-9.72222,0
1210,2024-07-26,-1.03448,1.234569,1.953823,-0.692039,-0.251974,-26.184679,0.0,0.0,-9.739128,0
1210,2024-11-08,-0.775189,-1.53846,0.0,0.03908,-0.165739,-20.395593,0.0,171.636364,5.078122,1
1210,2024-11-15,0.585936,0.585936,1.178779,0.429017,0.527035,-19.117298,0.0,289.111111,2.321085,1
1210,2024-11-22,2.52427,3.732805,2.52427,0.265855,2.365257,-15.990571,0.0,306.0,-4.905657,0
1210,2024-11-29,0.94697,3.294575,3.495144,0.187967,2.342548,58.010085,0.0,323.777778,-1.688551,0
1210,2024-12-06,0.938086,5.078122,3.461537,0.223545,2.0776,-13.269689,0.0,369.125,-4.460962,0
1210,2025-02-14,0.747666,4.45737,1.506597,0.860781,2.73516,194.498213,0.0,669.333333,6.099821,1
1210,2025-02-21,4.081627,8.301157,8.301157,1.300106,4.987365,41.572123,0.0,346.2,2.678571,1
1210,2025-02-27,-0.358424,7.335906,9.66469,-0.855921,2.422398,-43.094688,0.0,346.2,4.864866,1
1210,2025-03-07,0.359714,4.494378,7.514446,0.071735,1.390024,-45.949333,0.0,1455.0,-4.129262,0
1210,2025-03-14,2.867388,7.089558,12.109376,1.628899,2.839742,266.642558,0.0,294.666667,-2.083328,0
1210,2025-03-21,0.174213,3.046596,10.576923,-0.45014,1.7339,-3.365219,0.0,395.0,0.516356,1
