股票代號,進場日期,大戶相關係數,散戶相關係數,均張相關係數,大戶四週成長率,散戶衰退率,外資買賣超,融資餘額,融券餘額,是否獲利
1101,2024-05-17,0.633,-0.869,0.607,0.294,0.925,18903302.0,17971.0,78.0,1
1101,2024-05-24,0.63,-0.863,0.607,0.659,1.151,20422820.0,16480.0,93.0,0
1101,2024-07-26,0.599,-0.847,0.585,0.158,1.167,11651201.0,14670.0,53.0,0
1101,2024-08-02,0.599,-0.846,0.567,0.112,0.637,4015469.0,13945.0,38.0,1
1101,2024-08-09,0.599,-0.846,0.551,0.911,0.953,25525491.0,14157.0,118.0,0
1101,2024-10-04,0.551,-0.767,0.256,0.608,0.898,20472209.0,15953.0,79.0,0
1101,2024-10-11,0.542,-0.752,0.222,0.113,0.827,-3908812.0,15989.0,48.0,1
1101,2024-11-15,0.5,-0.672,0.075,0.162,0.358,10242221.0,15750.0,35.0,1
1101,2024-11-22,0.496,-0.663,0.064,0.398,0.841,6413394.0,15996.0,48.0,0
1101,2024-11-29,0.491,-0.653,0.055,0.286,0.909,-643215.0,15643.0,40.0,1
1101,2024-12-06,0.486,-0.645,0.048,0.183,0.608,4989524.0,16387.0,302.0,0
1101,2024-12-13,0.473,-0.626,0.029,0.059,0.449,5036216.0,16429.0,917.0,0
1101,2025-02-14,0.365,-0.425,-0.169,0.147,0.29,1087822.0,16682.0,122.0,1
1101,2025-02-21,0.366,-0.424,-0.161,0.561,0.548,585406.0,18168.0,165.0,1
1101,2025-02-27,0.37,-0.429,-0.143,0.687,0.922,0.0,18168.0,165.0,1
1101,2025-03-07,0.371,-0.429,-0.131,0.298,1.015,11205273.0,16284.0,246.0,0
1101,2025-03-14,0.366,-0.423,-0.126,0.082,0.443,9234179.0,15688.0,224.0,0
1101,2025-12-05,0.719,-0.232,-0.134,0.011,0.388,-4793048.0,35954.0,306.0,0
1101,2026-01-02,0.751,-0.249,-0.116,0.54,0.603,5820370.0,34746.0,214.0,1
1101,2026-01-09,0.756,-0.25,-0.115,0.73,1.149,19233068.0,33194.0,223.0,1
1101,2026-01-16,0.759,-0.249,-0.117,0.715,1.182,-3848600.0,38879.0,411.0,1
1101,2026-01-23,0.761,-0.247,-0.12,0.335,0.652,-31351392.0,40715.0,370.0,1
1101,2026-01-30,0.762,-0.245,-0.123,0.724,0.843,12460782.0,38518.0,357.0,0
1101,2026-02-06,0.765,-0.24,-0.129,0.699,1.107,-29617713.0,34229.0,324.0,1
1101,2026-02-26,0.769,-0.227,-0.141,0.649,0.906,0.0,34229.0,324.0,0
1101,2026-04-10,0.782,-0.233,-0.125,0.065,0.306,-27895097.0,32058.0,133.0,0
1101,2026-04-30,0.788,-0.255,-0.098,0.021,0.661,0.0,28674.0,207.0,1
1101,2026-05-08,0.789,-0.261,-0.092,0.373,0.96,-8498871.0,32125.0,107.0,0
1101,2026-05-15,0.791,-0.264,-0.087,0.091,1.154,-43949368.0,31175.0,91.0,0
1101,2026-06-05,0.795,-0.27,-0.08,0.847,1.287,-12539488.0,32964.0,83.0,1
1101,2026-06-12,0.796,-0.269,-0.081,0.092,1.04,-34975938.0,32169.0,75.0,0
1101,2026-06-18,0.796,-0.267,-0.082,0.241,0.485,0.0,32169.0,75.0,0
1101,2026-06-26,0.796,-0.264,-0.085,0.199,0.778,-31397168.0,33684.0,0.0,0
1101,2026-07-31,0.798,-0.242,-0.103,0.933,1.098,40446582.0,31119.0,191.0,1
1101,2026-08-07,0.797,-0.235,-0.109,0.24,0.667,-16377242.0,31934.0,54.0,0
1102,2023-09-15,0.819,-0.803,0.805,0.072,0.374,3089308.0,1715.0,6.0,0
1102,2023-09-22,0.831,-0.816,0.817,0.019,0.231,-412562.0,1679.0,7.0,1
1102,2023-11-10,0.851,-0.845,0.846,0.07,0.997,4120751.0,1589.0,7.0,1
1102,2023-11-17,0.835,-0.838,0.838,0.358,1.505,9490919.0,1531.0,116.0,1
1102,2023-11-24,0.827,-0.834,0.835,0.135,1.524,3539491.0,1517.0,1.0,0
1102,2023-12-01,0.823,-0.833,0.833,0.16,1.042,2820833.0,1568.0,1.0,1
1102,2023-12-08,0.819,-0.832,0.832,0.033,0.782,-1392686.0,1442.0,1.0,1
1102,2023-12-15,0.811,-0.831,0.83,0.253,1.083,-6193802.0,1479.0,1.0,0
1102,2024-03-01,0.808,-0.751,0.757,0.007,0.385,1678358.0,1465.0,2.0,1
1102,2024-03-08,0.808,-0.748,0.754,0.01,0.126,-2029540.0,1470.0,2.0,1
1102,2024-03-15,0.807,-0.748,0.754,0.264,0.776,-3538878.0,1461.0,2.0,1
1102,2024-03-22,0.807,-0.748,0.754,0.11,1.093,-4997306.0,1465.0,2.0,0
1102,2024-03-29,0.807,-0.747,0.753,0.002,0.47,1447875.0,1454.0,2.0,0
1102,2024-04-03,0.807,-0.744,0.751,0.028,0.298,0.0,1454.0,2.0,1
1102,2024-04-12,0.806,-0.745,0.752,0.17,0.422,2070803.0,1437.0,2.0,1
1102,2024-04-19,0.806,-0.747,0.753,0.179,0.795,-1380464.0,1407.0,0.0,1
1102,2024-04-26,0.805,-0.75,0.757,0.289,1.435,10892628.0,1924.0,0.0,1
1102,2024-05-03,0.805,-0.758,0.764,0.336,2.102,8319585.0,2324.0,4.0,1
1102,2024-05-10,0.799,-0.767,0.774,0.338,2.121,16843069.0,2916.0,0.0,0
1102,2024-05-17,0.808,-0.781,0.787,0.788,3.962,1546378.0,3468.0,0.0,0
1102,2024-05-24,0.813,-0.783,0.786,0.071,3.549,-139268.0,4138.0,0.0,0
1102,2024-06-28,0.754,-0.708,0.701,0.153,2.108,-36034030.0,2144.0,0.0,1
1102,2024-07-05,0.767,-0.724,0.718,0.517,2.705,-13358487.0,2229.0,5.0,1
1102,2024-07-12,0.784,-0.746,0.741,0.079,2.167,5774547.0,2218.0,0.0,0
1102,2024-08-16,0.703,-0.652,0.639,0.385,2.87,18641697.0,1558.0,101.0,1
1102,2024-08-23,0.717,-0.67,0.657,0.32,3.353,17858507.0,1675.0,108.0,1
1102,2024-08-30,0.731,-0.687,0.675,0.213,2.714,13268123.0,1694.0,108.0,0
1102,2024-09-06,0.742,-0.7,0.689,0.116,1.939,-1176445.0,1646.0,123.0,1
1102,2024-09-13,0.752,-0.711,0.7,0.077,1.379,4969270.0,1690.0,121.0,0
1102,2024-09-20,0.761,-0.722,0.71,0.127,1.19,18254436.0,1673.0,129.0,1
1102,2024-09-27,0.777,-0.743,0.733,0.45,2.885,43288421.0,1677.0,124.0,1
1102,2024-10-04,0.796,-0.766,0.76,0.299,3.829,5560773.0,2147.0,136.0,0
1102,2024-10-11,0.805,-0.777,0.769,0.169,2.471,615143.0,2071.0,129.0,1
1102,2024-10-18,0.821,-0.795,0.788,0.093,1.324,6838864.0,2007.0,83.0,0
1102,2024-10-25,0.83,-0.806,0.799,0.058,1.128,2061445.0,2001.0,82.0,0
1102,2024-11-01,0.837,-0.813,0.805,0.06,0.912,4017273.0,1707.0,81.0,1
1102,2024-11-08,0.847,-0.826,0.818,0.126,0.995,6881897.0,1667.0,84.0,0
1102,2025-03-07,0.608,-0.525,0.499,0.292,1.076,9600715.0,753.0,30.0,1
1102,2025-03-14,0.613,-0.532,0.507,0.013,1.539,4231649.0,587.0,27.0,1
1102,2025-03-21,0.619,-0.541,0.516,0.264,1.841,14623556.0,561.0,0.0,1
1102,2025-03-28,0.628,-0.556,0.533,0.358,2.832,35578108.0,517.0,9.0,1
1102,2025-04-02,0.64,-0.571,0.551,0.273,2.576,0.0,517.0,9.0,1
1102,2025-04-11,0.646,-0.579,0.559,0.337,1.884,122453.0,589.0,30.0,0
1102,2025-04-18,0.648,-0.583,0.563,0.051,1.298,3512197.0,539.0,13.0,0
1102,2025-04-25,0.647,-0.583,0.563,0.074,0.649,811040.0,581.0,8.0,1
1102,2025-05-02,0.651,-0.588,0.568,0.029,0.376,6406932.0,486.0,8.0,1
1102,2025-05-09,0.658,-0.596,0.577,0.017,0.453,6596331.0,701.0,6.0,0
1102,2025-07-04,0.611,-0.55,0.525,0.152,0.741,12423922.0,278.0,689.0,0
1102,2025-08-01,0.541,-0.471,0.443,0.075,0.737,1564085.0,366.0,11.0,1
1102,2025-11-21,0.298,-0.115,0.093,0.162,0.883,4498391.0,1679.0,7.0,1
1102,2025-11-28,0.293,-0.106,0.084,0.145,1.013,3215703.0,2838.0,10.0,0
1102,2025-12-05,0.287,-0.095,0.072,0.049,0.674,-3095820.0,2833.0,14.0,0
1102,2026-02-26,0.235,0.044,-0.063,0.008,0.566,0.0,1649.0,28.0,0
1102,2026-04-10,0.269,0.094,-0.108,0.313,0.733,-8850402.0,1453.0,0.0,1
1102,2026-06-26,0.331,0.16,-0.168,0.388,1.985,3783219.0,1328.0,13.0,1
1102,2026-07-03,0.336,0.164,-0.172,0.036,1.109,46730945.0,1107.0,8.0,0
1102,2026-07-09,0.34,0.169,-0.176,0.025,0.243,0.0,1107.0,8.0,0
1102,2026-07-31,0.366,0.185,-0.191,0.371,0.725,11407448.0,1321.0,3.0,1
1103,2023-11-17,-0.703,-0.736,0.695,0.02,0.086,611940.0,1663.0,0.0,1
1103,2023-11-24,-0.705,-0.737,0.697,0.021,0.065,273060.0,1646.0,0.0,1
1103,2024-07-12,-0.756,-0.647,0.595,0.076,0.082,727000.0,2264.0,0.0,0
1103,2024-08-30,-0.767,-0.668,0.623,0.011,0.041,1048800.0,2119.0,9.0,0
1103,2024-09-27,-0.776,-0.684,0.642,0.216,-0.013,1019000.0,2064.0,2.0,0
1103,2025-05-23,-0.759,-0.841,0.82,0.062,-0.022,383900.0,2293.0,7.0,0
1103,2025-07-25,-0.729,-0.878,0.861,0.028,-0.014,-69000.0,2892.0,4.0,0
1103,2025-10-23,-0.635,-0.897,0.881,0.077,0.11,0.0,3871.0,0.0,0
1103,2025-10-31,-0.63,-0.897,0.882,0.082,0.093,-426851.0,4062.0,0.0,1
1103,2025-12-05,-0.621,-0.903,0.888,0.124,0.073,99000.0,3926.0,3.0,1
1103,2026-06-05,-0.702,-0.925,0.917,0.156,0.361,279050.0,4199.0,0.0,1
1103,2026-06-12,-0.705,-0.926,0.918,0.027,0.269,246484.0,4172.0,0.0,1
1103,2026-06-18,-0.709,-0.926,0.919,0.093,0.125,0.0,4172.0,0.0,0
1103,2026-06-26,-0.712,-0.927,0.92,0.012,0.147,190105.0,4034.0,0.0,1
1103,2026-07-03,-0.716,-0.927,0.92,6.781,0.035,122802.0,4300.0,0.0,0
1104,2023-11-24,-0.563,-0.741,0.703,0.02,0.543,842240.0,1475.0,7.0,1
1104,2023-12-15,-0.505,-0.608,0.576,0.464,0.273,3387223.0,1400.0,7.0,0
1104,2023-12-22,-0.463,-0.561,0.531,0.643,0.643,892676.0,1327.0,9.0,0
1104,2024-06-21,0.276,0.644,-0.658,0.18,0.471,1402650.0,1308.0,1.0,1
1104,2024-06-28,0.279,0.665,-0.678,0.491,0.913,1825949.0,1145.0,1.0,1
1104,2024-07-05,0.295,0.682,-0.694,0.446,1.349,1883000.0,1569.0,0.0,0
1104,2024-08-02,0.346,0.708,-0.719,0.173,0.335,-927180.0,1637.0,3.0,0
1104,2024-09-27,0.306,0.634,-0.657,0.1,0.483,485409.0,1508.0,3.0,0
1104,2024-10-04,0.3,0.627,-0.652,0.024,0.372,-100342.0,1527.0,3.0,0
1104,2024-10-11,0.294,0.619,-0.646,0.004,0.208,108953.0,1471.0,3.0,1
1104,2024-11-01,0.292,0.61,-0.639,0.071,0.238,719421.0,1485.0,3.0,0
1104,2024-11-08,0.285,0.603,-0.633,0.103,0.332,-396375.0,1460.0,3.0,0
1104,2025-04-25,0.128,0.363,-0.416,0.097,0.088,-190814.0,1160.0,0.0,1
1104,2025-05-29,0.121,0.342,-0.396,0.151,0.341,0.0,1049.0,2.0,0
1104,2025-08-22,0.087,0.236,-0.294,0.358,0.267,1137709.0,1796.0,1.0,0
1104,2025-08-29,0.087,0.235,-0.292,0.233,0.268,1835930.0,1794.0,0.0,0
1104,2025-09-05,0.085,0.232,-0.289,0.144,0.223,1041343.0,2472.0,0.0,1
1104,2025-10-23,0.086,0.248,-0.302,0.407,1.907,0.0,2219.0,1.0,0
1104,2025-10-31,0.087,0.251,-0.305,0.03,1.859,353321.0,2687.0,1.0,0
1104,2025-11-28,0.09,0.259,-0.312,0.575,0.489,1983508.0,2145.0,3.0,1
1104,2025-12-05,0.094,0.263,-0.315,0.24,0.796,665900.0,2251.0,3.0,0
1104,2026-01-09,0.096,0.263,-0.315,0.026,0.084,317950.0,1541.0,1.0,1
1104,2026-01-16,0.097,0.263,-0.315,0.157,0.16,1048598.0,1479.0,1.0,0
1104,2026-06-18,0.071,0.186,-0.24,0.048,0.061,0.0,1535.0,0.0,0
1104,2026-07-17,0.096,0.137,-0.193,0.12,0.141,-259784.0,1551.0,0.0,0
1108,2024-05-03,0.032,0.292,-0.288,0.093,0.535,305000.0,3210.0,0.0,0
1108,2024-12-06,0.091,0.144,-0.145,0.034,0.143,-227000.0,1046.0,5.0,1
1108,2024-12-13,0.104,0.13,-0.131,0.241,0.381,-260000.0,972.0,5.0,0
1108,2024-12-20,0.118,0.114,-0.116,0.126,0.695,-270000.0,956.0,7.0,0
1108,2024-12-27,0.13,0.102,-0.103,0.128,0.362,-72000.0,830.0,2.0,0
1108,2025-01-03,0.141,0.089,-0.09,0.043,0.178,-62000.0,835.0,2.0,0
1108,2025-01-10,0.153,0.076,-0.077,0.018,0.343,-170800.0,797.0,13.0,1
1108,2025-01-17,0.163,0.065,-0.066,0.048,0.433,48000.0,783.0,13.0,1
1108,2025-02-21,0.188,0.041,-0.042,0.002,0.477,145100.0,716.0,0.0,1
1108,2025-02-27,0.191,0.039,-0.039,0.051,0.153,0.0,716.0,0.0,0
1108,2025-03-07,0.194,0.036,-0.036,0.019,0.306,9000.0,729.0,0.0,1
1108,2025-03-14,0.196,0.035,-0.035,0.003,0.716,26000.0,798.0,0.0,0
1108,2025-04-25,0.234,0.023,-0.02,0.003,0.275,-28000.0,1016.0,0.0,1
1108,2025-05-16,0.243,0.023,-0.019,0.378,1.478,121776.0,618.0,1.0,1
1108,2025-08-15,0.274,0.056,-0.05,0.326,1.086,288000.0,828.0,0.0,1
1108,2025-09-05,0.273,0.055,-0.049,0.35,0.963,8000.0,715.0,0.0,0
1108,2025-10-31,0.274,0.077,-0.072,0.013,0.436,25000.0,556.0,0.0,1
1108,2025-11-21,0.275,0.086,-0.081,0.062,0.461,26570.0,706.0,1.0,0
1108,2026-01-02,0.277,0.107,-0.103,0.011,0.168,-9007.0,658.0,0.0,0
1108,2026-01-09,0.277,0.111,-0.107,0.165,0.382,-49000.0,685.0,0.0,1
1108,2026-01-30,0.277,0.118,-0.114,0.151,0.931,64000.0,753.0,1.0,1
1108,2026-02-26,0.276,0.119,-0.115,0.039,0.662,0.0,762.0,1.0,0
1108,2026-03-06,0.275,0.12,-0.117,0.025,0.812,-112000.0,723.0,1.0,1
1108,2026-05-22,0.276,0.194,-0.194,0.199,0.165,149000.0,815.0,0.0,1
1109,2023-09-08,-0.008,0.003,0.004,0.001,0.53,-88000.0,1255.0,0.0,1
1109,2023-11-10,-0.101,-0.276,0.28,0.004,0.077,-65154.0,1071.0,8.0,0
1109,2025-06-27,-0.084,-0.237,0.17,0.039,0.119,171800.0,720.0,0.0,1
1109,2025-08-15,0.036,-0.361,0.296,0.003,0.215,-72950.0,789.0,0.0,0
1109,2025-10-17,0.181,-0.469,0.409,0.173,0.24,-181445.0,644.0,0.0,1
1109,2025-11-14,0.22,-0.499,0.442,0.073,0.097,54000.0,645.0,0.0,0
1109,2025-11-21,0.228,-0.506,0.449,0.015,0.298,-18676.0,629.0,0.0,1
1109,2025-11-28,0.236,-0.512,0.456,0.012,0.379,38000.0,630.0,0.0,1
1109,2025-12-05,0.242,-0.518,0.462,0.127,0.169,-14188.0,629.0,2.0,0
1109,2025-12-12,0.248,-0.523,0.468,0.159,0.146,4000.0,629.0,2.0,1
1109,2025-12-19,0.251,-0.528,0.474,0.164,0.194,-74000.0,630.0,1.0,0
1109,2026-01-23,0.261,-0.551,0.499,0.136,0.243,-167000.0,645.0,0.0,0
1109,2026-01-30,0.262,-0.555,0.504,0.129,0.243,72000.0,646.0,0.0,0
1109,2026-02-06,0.263,-0.558,0.508,0.019,0.268,-22240.0,638.0,0.0,1
1109,2026-02-26,0.263,-0.565,0.516,0.03,0.546,0.0,638.0,0.0,0
1109,2026-04-17,0.268,-0.584,0.539,0.011,0.408,205849.0,480.0,0.0,0
1109,2026-05-08,0.274,-0.591,0.546,0.189,0.878,105000.0,449.0,0.0,0
1109,2026-06-26,0.298,-0.593,0.555,0.084,-0.033,-45000.0,295.0,1.0,0
1109,2026-07-31,0.327,-0.591,0.556,0.017,0.281,168000.0,265.0,1.0,0
1110,2023-08-18,0.001,-0.16,0.159,0.003,0.486,-165000.0,4739.0,0.0,1
1110,2023-09-08,-0.043,-0.009,0.007,0.035,0.192,-86000.0,4543.0,2.0,1
1201,2023-11-24,0.897,-0.93,0.93,0.045,0.139,502000.0,884.0,0.0,1
1201,2024-05-10,0.868,-0.655,0.668,0.132,0.288,21000.0,1346.0,0.0,1
1201,2024-08-16,0.858,-0.684,0.693,0.153,-0.009,-841000.0,1585.0,1.0,1
1201,2024-09-06,0.864,-0.706,0.715,0.273,0.096,-782999.0,1518.0,10.0,1
1201,2024-09-13,0.868,-0.714,0.723,0.371,0.038,-605000.0,1578.0,10.0,0
1201,2024-09-20,0.871,-0.722,0.73,0.004,0.036,-37947.0,1547.0,10.0,1
1201,2024-09-27,0.873,-0.727,0.735,0.065,-0.009,-260475.0,1612.0,9.0,1
1201,2024-11-29,0.877,-0.771,0.777,0.271,0.006,682000.0,1972.0,1.0,0
1201,2024-12-06,0.878,-0.773,0.779,0.066,0.031,352000.0,1958.0,1.0,0
1201,2025-01-03,0.868,-0.789,0.794,0.031,-0.044,-110203.0,1778.0,5.0,0
1201,2025-01-10,0.86,-0.791,0.797,0.301,-0.014,-103000.0,1705.0,41.0,1
1201,2025-05-09,0.638,-0.859,0.858,0.049,0.384,-13000.0,1440.0,0.0,0
1201,2025-06-27,0.495,-0.89,0.885,0.036,-0.037,191672.0,1475.0,0.0,1
1201,2025-08-08,0.454,-0.906,0.9,0.115,0.066,310000.0,1386.0,0.0,0
1201,2025-08-15,0.449,-0.908,0.901,0.123,0.094,-246000.0,1394.0,0.0,1
1201,2025-09-12,0.429,-0.914,0.906,0.125,0.113,-107000.0,1270.0,0.0,0
1201,2025-09-19,0.423,-0.914,0.907,0.015,0.07,112890.0,1228.0,0.0,0
1201,2025-12-05,0.4,-0.914,0.906,0.321,-0.031,-5000.0,1279.0,0.0,0
1201,2026-01-16,0.368,-0.911,0.903,0.125,-0.041,-51000.0,1212.0,0.0,1
1201,2026-05-08,0.247,-0.93,0.918,0.164,0.451,332719.0,1397.0,4.0,0
1201,2026-05-15,0.239,-0.931,0.919,0.043,0.451,-403000.0,1286.0,4.0,0
1201,2026-05-22,0.231,-0.932,0.92,0.081,0.333,-76000.0,1308.0,0.0,1
1201,2026-07-17,0.198,-0.938,0.925,0.144,0.13,424000.0,1525.0,0.0,0
1203,2023-12-01,0.384,-0.139,0.157,0.055,0.084,23000.0,35.0,0.0,1
1203,2023-12-08,0.58,-0.129,0.144,0.009,0.002,22000.0,35.0,0.0,1
1203,2023-12-15,0.698,-0.107,0.13,0.043,-0.032,101998.0,36.0,0.0,0
1203,2023-12-22,0.766,-0.095,0.123,0.005,-0.027,2000.0,36.0,0.0,1
1203,2024-01-05,0.851,-0.048,0.106,0.017,-0.007,-2000.0,40.0,0.0,0
1203,2025-07-18,0.735,-0.461,0.45,0.013,0.038,-7000.0,14.0,0.0,0
1203,2025-07-25,0.737,-0.466,0.455,0.015,0.054,1000.0,14.0,0.0,1
1203,2025-08-22,0.746,-0.49,0.481,0.015,0.01,-42000.0,25.0,0.0,0
1203,2025-10-09,0.757,-0.525,0.517,0.003,-0.028,0.0,9.0,0.0,0
1203,2026-05-08,0.466,-0.555,0.561,0.007,0.598,46999.0,5.0,0.0,0
1203,2026-05-15,0.456,-0.55,0.557,0.025,0.432,-21250.0,6.0,0.0,1
1203,2026-05-22,0.445,-0.545,0.554,0.027,0.28,-26000.0,6.0,0.0,1
1203,2026-05-29,0.437,-0.539,0.549,0.031,0.286,47000.0,2.0,0.0,0
1203,2026-06-18,0.408,-0.526,0.538,0.004,0.128,0.0,2.0,0.0,0
1203,2026-06-26,0.399,-0.523,0.536,0.003,0.209,4500.0,2.0,0.0,1
1203,2026-07-03,0.391,-0.518,0.533,0.008,0.146,19000.0,1.0,0.0,1
1203,2026-07-09,0.384,-0.515,0.529,0.017,0.067,0.0,1.0,0.0,1
1210,2023-12-08,0.441,-0.476,0.477,0.646,1.508,2676938.0,1816.0,39.0,0
1210,2023-12-15,0.432,-0.508,0.509,0.464,1.264,1774318.0,1588.0,21.0,1
1210,2023-12-22,0.428,-0.553,0.556,0.989,1.013,-10400584.0,2219.0,19.0,0
1210,2024-02-02,0.541,-0.687,0.692,0.4,0.627,149744.0,1443.0,179.0,1
1210,2024-03-01,0.611,-0.742,0.747,0.222,1.237,311638.0,1298.0,188.0,1
1210,2024-03-08,0.634,-0.76,0.765,0.718,1.382,2444176.0,1268.0,184.0,0
1210,2024-03-15,0.631,-0.75,0.753,0.407,1.094,-3988692.0,2150.0,181.0,1
1210,2024-07-12,0.674,-0.779,0.78,0.137,0.925,-36990.0,733.0,0.0,0
1210,2024-07-19,0.678,-0.782,0.782,0.499,1.033,-230065.0,991.0,1.0,0
1210,2024-07-26,0.68,-0.783,0.784,0.15,0.891,-488779.0,1242.0,0.0,0
1210,2024-11-08,0.346,-0.433,0.435,0.187,0.216,-435701.0,1888.0,11.0,1
1210,2024-11-15,0.337,-0.418,0.421,0.143,0.301,-92043.0,2602.0,9.0,1
1210,2024-11-22,0.332,-0.409,0.412,0.493,0.685,1098321.0,2754.0,9.0,1
1210,2024-11-29,0.325,-0.401,0.403,0.447,1.09,1301596.0,2914.0,9.0,1
1210,2024-12-06,0.318,-0.393,0.395,0.167,1.045,678137.0,2953.0,8.0,0
1210,2025-02-14,0.195,-0.243,0.241,0.226,0.314,1071797.0,2008.0,3.0,1
1210,2025-02-21,0.2,-0.246,0.243,0.25,0.876,3280096.0,1731.0,5.0,0
1210,2025-02-27,0.202,-0.248,0.246,0.591,1.226,0.0,1731.0,5.0,1
1210,2025-03-07,0.206,-0.251,0.248,0.394,0.775,1009921.0,1455.0,1.0,1
1210,2025-03-14,0.22,-0.261,0.259,0.458,0.745,3322866.0,884.0,3.0,0
1210,2025-03-21,0.236,-0.271,0.27,0.53,1.192,950850.0,790.0,2.0,1
1210,2025-03-28,0.257,-0.287,0.286,0.45,1.314,2428000.0,789.0,3.0,1
1210,2025-04-02,0.278,-0.303,0.303,0.305,1.183,0.0,789.0,3.0,1
1210,2025-04-25,0.337,-0.346,0.349,0.659,1.855,3034376.0,638.0,6.0,0
1210,2025-05-02,0.367,-0.372,0.376,0.347,2.109,3310740.0,713.0,10.0,1
1210,2025-05-23,0.495,-0.481,0.492,0.115,1.226,3406832.0,1492.0,33.0,0
1210,2025-05-29,0.528,-0.514,0.528,0.729,1.701,0.0,1492.0,33.0,0
1210,2025-07-04,0.63,-0.613,0.629,1.03,1.77,3429811.0,810.0,111.0,0
1210,2025-07-11,0.649,-0.632,0.648,0.061,1.152,632093.0,698.0,154.0,0
1210,2025-11-14,0.54,-0.58,0.595,0.32,1.143,1191537.0,1846.0,4.0,0
1210,2026-01-16,0.53,-0.612,0.625,0.357,0.41,1395602.0,1262.0,2.0,1
1210,2026-01-23,0.531,-0.614,0.627,0.203,0.549,2010822.0,1259.0,4.0,0
1210,2026-04-10,0.53,-0.621,0.635,0.164,1.493,1005800.0,979.0,17.0,0
1210,2026-04-17,0.529,-0.62,0.633,0.363,0.935,872871.0,1555.0,26.0,0
1210,2026-06-12,0.521,-0.623,0.637,1.583,2.152,-12886076.0,913.0,17.0,0
1210,2026-06-18,0.52,-0.623,0.636,0.436,1.888,0.0,913.0,17.0,1
1210,2026-06-26,0.52,-0.622,0.636,0.282,0.846,1808743.0,833.0,8.0,1
1210,2026-07-03,0.522,-0.619,0.632,1.13,1.388,2448546.0,757.0,6.0,0
1210,2026-07-09,0.523,-0.618,0.631,0.393,1.944,0.0,757.0,6.0,1
1210,2026-07-17,0.526,-0.618,0.631,0.394,1.693,1002539.0,583.0,6.0,0
1210,2026-07-24,0.529,-0.618,0.631,0.273,0.915,-930370.0,578.0,0.0,0
1210,2026-07-31,0.527,-0.619,0.631,0.531,0.722,-2253727.0,764.0,0.0,0
1213,2023-10-13,0.169,-0.308,0.33,0.011,0.382,0.0,0.0,0.0,0
1213,2023-10-20,0.243,-0.393,0.412,0.002,0.043,0.0,0.0,0.0,1
1213,2023-10-27,0.31,-0.467,0.482,0.007,0.213,0.0,0.0,0.0,1
1213,2024-08-02,-0.002,-0.083,0.089,0.929,1.255,14000.0,0.0,0.0,0
1213,2024-08-09,0.064,-0.162,0.168,0.941,1.345,6000.0,0.0,0.0,0
1213,2024-08-16,0.137,-0.233,0.242,0.416,0.557,-23000.0,0.0,0.0,0
1213,2024-08-23,0.199,-0.287,0.297,0.289,0.588,4000.0,0.0,0.0,0
1213,2024-08-30,0.255,-0.341,0.351,0.335,1.163,12000.0,0.0,0.0,1
1213,2024-09-06,0.304,-0.392,0.404,0.151,0.881,2000.0,0.0,0.0,1
1213,2024-09-13,0.348,-0.438,0.451,0.036,0.595,24000.0,0.0,0.0,0
1213,2024-10-04,0.452,-0.547,0.561,0.623,0.249,-7000.0,0.0,0.0,0
1213,2024-10-11,0.485,-0.574,0.588,0.304,0.352,13000.0,0.0,0.0,1
1213,2024-10-18,0.521,-0.601,0.616,0.207,0.808,18000.0,0.0,0.0,0
1213,2024-10-25,0.551,-0.627,0.642,0.035,0.707,-7000.0,0.0,0.0,0
1213,2024-11-01,0.575,-0.647,0.662,0.08,0.281,2000.0,0.0,0.0,1
1213,2024-11-08,0.6,-0.669,0.684,0.043,0.252,0.0,0.0,0.0,0
1213,2024-11-15,0.621,-0.687,0.702,0.128,0.267,0.0,0.0,0.0,1
1213,2024-11-22,0.639,-0.703,0.716,0.093,0.119,-9000.0,0.0,0.0,1
1213,2024-11-29,0.653,-0.715,0.728,0.137,0.089,-7000.0,0.0,0.0,1
1213,2024-12-06,0.667,-0.726,0.739,0.106,0.164,0.0,0.0,0.0,1
1213,2024-12-13,0.683,-0.739,0.752,0.067,0.179,0.0,0.0,0.0,1
1213,2025-01-03,0.703,-0.639,0.651,0.037,1.567,0.0,0.0,0.0,1
1213,2025-01-10,0.713,-0.608,0.619,0.065,0.751,8000.0,0.0,0.0,0
1213,2025-01-17,0.723,-0.587,0.598,0.072,0.461,-2000.0,0.0,0.0,1
1213,2025-04-11,0.779,-0.487,0.49,0.245,0.409,-8000.0,0.0,0.0,1
1213,2025-06-27,0.8,-0.489,0.49,0.017,0.071,10000.0,0.0,0.0,1
1213,2025-07-04,0.802,-0.491,0.492,0.118,0.257,5000.0,0.0,0.0,0
1213,2025-07-11,0.803,-0.493,0.493,0.026,0.271,0.0,0.0,0.0,1
1213,2025-07-18,0.805,-0.495,0.495,0.093,0.315,-4000.0,0.0,0.0,1
1213,2025-08-08,0.809,-0.503,0.503,0.017,0.158,0.0,0.0,0.0,0
1213,2025-08-15,0.81,-0.505,0.505,0.041,0.244,1000.0,0.0,0.0,0
1213,2025-08-29,0.811,-0.508,0.508,0.035,0.446,-1000.0,0.0,0.0,0
1213,2025-10-09,0.814,-0.523,0.523,0.009,0.16,0.0,0.0,0.0,0
